Alerta,1
Focalizado,1
Aprensivo ,1
Cauto,1
Preocupado,1
Confundido,1
Curioso,1
Desconcertado,1
Desorientado,1
Intranquilo,1
Inquieto,1
Vacilante ,1
Excitable,1
Desasosegado,1
Titubeante,1
Indeciso,1
Inseguro,1
Instintivo,1
Intuitivo,1
Absorto,1
Apocado,1
Tímido,1
Alborotado,1
Atento,1
Amenazado,1
Asustado,2
Alarmado,2
Ansioso,2
Aversivo,2
Desconfiado ,2
Miedoso,2
Asustadizo,2
Nervioso,2
Perturbado,2
Exaltado,2
Inestable,2
Sobresaltado,2
Incrédulo,2
Enervado,2
Alterado,2
Precavido,2
Preocupado,2
Receloso,2
Tenso,2
Evitativo,2
Lleno de pavor,3
Horrorizado,3
Aterrado,3
Paralizado,3
Huidizo,3
Reactivo,3
Impulsivo,3
Apanicado,3
Petrifi cado,3
Fóbico,3
Conmocionado,3
Aterrorizado,3
